Brand:,Product name,Processor,Video graphics,Video graphics Memorey,RAM,Hard drive,Display,Display Resolution,Display Refresh Rate,Operating System,Keyboard,Battery,Webcam,Connections,Dimensions,Weight,Colors,Warranty,Price,Processor Generation,Processor Details,Product number,Power supply type,Laptop Color,Finger Print,SUPPORT SSD M2,Pointing device,Optical drive,Series :
Lenovo,ThinkPad E16 GEN 1,Intel® Core™ i7-13700H,Intel Iris Xe Graphics,,16GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",1920x1200,,DOS,"Backlit, English (UK)",Integrated 57Wh,FHD 1080p with Privacy Shutter,"1x HDMI® 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x USB 2.0 1x USB 3.2 Gen 1 (Always On) 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x Thunderbolt™ 4 / USB4® 40Gbps (sup",356.1 x 247.7 x 19.85 mm,1.81 kg,Black,1 Year,43999,13th generation,"14C (6P + 8E) / 20T, P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB",21JN00CKGQ,,,,,,,
Dell,Inspiron 16 7640,Intel Core Ultra 7 155H,Intel Arc Graphics,,16GB Ram,"1 TB, M.2, PCIe NVMe, SSD","16"", Touch, FHD+ 1920x1200, 60Hz, WVA, IPS, 300 nit, ComfortView Plus",1920x1200,60 Hz,Windows 11 Home,,90Wh Battery,,2 USB 3.2 Gen 1 Type-A ports 2 Thunderbolt 4.0 ports 1 Universal audio jack 1 HDMI 1.4 port* *The maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K/2K output.,356.78 x 250.60 x 16.12 mm,2.18 kg,Ice Blue,1 Year,55999,,"24 MB cache, 16 cores, 22 threads, up to 4.80 GHz Turbo",,,,,,,,
HP,Envy x360 16-ac0013dx,Intel® Core™ Ultra 5 125U,Intel® Graphics,,16 GB LPDDR5-6400,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"16"" diagonal WUXGA touch display",1920 x 1200,,Windows11 Home,"Full-size, backlit, soft grey keyboard","4-cell, 68 Wh Li-ion polymer",5MP IR camera,"1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate; 1 HDMI-out 2.1; 1 headphone/microphone combo; 1 Thunderbolt™ 4 w",356.61 x 245.87 x 18.28 mm,1.87kg,Glacier silver,1 Year,38499,,"up to 4.3 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 threads",24M94EA,,,,,,,
Lenovo,ThinkPad X13 Yoga Gen 2,Intel® Core™ i5-1135G7,Intel® Iris® Xe Graphics,,8 GB LPD4X-4266,256 GB SSD PCIe,13.3 WUXGA,1920x1200,,Windows 10 Pro,,,1x 720P HD with ThinkShutter,1x Kensington lock; HDMI 2.0; Combo audio/microphone jack; 2x USB-A 3.2 Gen 1; 2 x TBT4 (DP1.4a,,,Black,1 Year,34999,11th generation,"(4C / 8T, 2.4 / 4.2GHz, 8MB)",20W9S08V00,,,,,,,
Microsoft,Surface Pro 9,Intel® Core i7-1255U,Intel® Iris® Xe Graphics,,16GB,256GB,"13"" Touchscreen PixelSense Flow",2880 x 1920,,Windows 11 Home,,,1080p full HD video,"2x USB-C with USB 4.0 /Thunderbolt 4 - 1x Surface Connect port, 1x Surface Keyboard port",11.3 x 8.2 x 0.37 inches,1.98,Green,1 Year,79999,12th generation,,,,,,,,,
HP,ProBook 450 G10,Intel® Core™ i7-1355U,NVIDIA® GeForce RTX™ 2050,4GB GDDR6,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 x 1080,,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",359.4 x 233.9 x 19.9 mm,1.79 kg,Silver,1 Year,40199,13th generation,"up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",85D04EA,,,,,,,
Dell,Latitude 3340,Intel Core i5-1335U,Intel Iris Xe Graphics,,8GB Ram,"256 GB, M.2 2230, PCIe NVMe, SSD,","13.3"" FHD 1920x1080, 60Hz, WVA/IPS, Touch,",1920 x 1080,60 Hz,Windows 11 Pro,,"3 Cell, 54 Wh,",,1 USB 3.2 Gen1 port with PowerShare 1 USB 3.2 Gen1 port 1 USB Type-C 3.2 Gen2 with Power Delivery & DisplayPort 1 HDMI 1.4 port 1 Universal Audio Jack,306.0 x 210.9 x 18.7 mm,1.35 kg,Silver,1 Year,30999,13th generation,"12 MB cache, 10 cores, 12 threads, up to 4.6 GHz Turbo",,,,,,,,
Lenovo,lenovo ThinkBook 14 G2 ITL,Intel® Core™ i7-1165G7,Intel® Iris® Xe Graphics,,16GB 8GB Soldered DDR4-3200 + 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe® 3.0x4 NVMe® + 1TB HDD 5400rpm 2.5""","14"" FHD IPS 250nits Anti-glare, 45% NTSC",1920x1080,,DOS,"Non-backlit, Arabic",Integrated 45Wh,HD 720p with Privacy Shutter,"1x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x HDMI® 1.4b 1x Card read",323 x 218 x 17.9 mm,1.4 kg,Mineral Grey,1 Year,23999,11th generation,"4C / 8T, 2.8 / 4.7GHz, 12MB",20VD00GUED,,,,,,,
Dell,Inspiron 14-7430,Intel  Core  i7-1355U,Intel Iris Xe Graphics,,"16 GB LPDDR5, 4800 MT/s (onboard)",1TB SSD,"14"", FHD+ 1920x1200, 60Hz, WVA, Touch, 250 nit, ComfortView",1920x1200,60 Hz,Windows11 Home,English US backlit keyboard,"4 Cell, 54 Wh, integrated",Integrated Widescreen FHD (1080p),Ports 1 HDMI 1.4 (The maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K2K output.) 2 Intel Thunderbolt 4.0 1 USB 3.2 Gen 1 Type-A 1 Universal Audio Jack,15.54 mm - 18.55 mm x 314 mm x 226.56 mm,1.58 kg,Platinum Silver,1 Year,52999,13th generation,"12 MB cache, 10 cores, 12 threads, up to 5.00 GHz",,,,,,,,
HP,ProBook 450 G10,Intel Core I5-1335U,NVIDIA® GeForce RTX™ 2050 4GB,4 GB GDDR6,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 x 1080,,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",359.4 x 233.9 x 19.9 mm,1.79 kg,Pike silver aluminum,1 Year,31999,13th generation,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,,
Lenovo,ThinkPad E15 Gen 4,Intel Core I5-1235U,NVIDIA® GeForce® MX550 2GB,2GB GDDR6,1x 8 GB DDR4-3200,512 GB SSD PCIe,"15.6"" FHD IPS 300nits Anti-glare, 45% NTSC",1920 x 1080,,DOS,,Integrated 57Wh,1080P FHD RGB with Microphone and Privacy Shutter,"1x Ethernet (RJ-45) 1x HDMI® 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x USB 2.0 1x USB 3.2 Gen 1 (Always On)",365 x 240 x 18.9 mm,1.7 kg,Black,1 Year,34777,12th generation,"10C (2P + 8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB",21E6S0C800,,,,,,,
ASUS,K5504VA-MA007W,Intel® Core™ i7-13700H,Intel® Iris Xe Graphics,,16GB LPDDR5 on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,"15.6-inch, 2.8K OLED 16:9 aspect ratio, 0.2ms response time, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less",2880 x 1620,120 Hz,Windows11 Home,"Backlit Chiclet Keyboard, 1.35mm Key-travel, Precision touchpad","75WHrs, 2S2P, 4-cell Li-ion",1080p FHD camera With privacy shutter,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x Thunderbolt™ 4 supports display / power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,359.3 x 229.4 x 17.9 mm,1.70 kg,Solar Blue,1 Years,36199,13th generation,"2.4 GHz (24MB Cache, up to 5.0 GHz, 14 cores, 20 Threads)",90NB0ZK1-M00P20,,,,,,,
Lenovo,ThinkPad E16,Intel Core i7-1355U,NVIDIA® GeForce MX550,2GB GDDR6,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0×4 NVMe® Opal 2.0,"16"" WUXGA",1920×1200,,DOS,"Non-backlit, Arabic",Integrated 57Wh,1x 720P HD RGB with Dual Microphone and Privacy Shutter,1x HDMI 2.0; King lock; 1 x Combo Mic/Audio; 1xUSB 3.2 Gen1 USB Type-A with AOU; 1 USB 2.0(Type A); 1 x RJ45; 1 x USB 3.2 Gen2 (Type C); TBT 4.0,356.1 x 247.7 x 19.85 mm,1.81 kg,Graphite Black,1 Year,45999,13th generation,"10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, 12MB",21JNS08E00,,,"Touch Style, Integrated in Power Button",,,,
Dell,Latitude 5440,Intel Core i7-1355U,Intel Integrated Graphics,,"16 GB, 2 x 8 GB, DDR4, 3200 MT","512 GB, M.2 2230, PCIe NVMe, SSD, Class 35","14.0"" FHD Non-Touch, AG, IPS, 250 nits",1920 x 1080,,DOS,"Arabic backlit keyboard, 79-key","3-cell, 54Wh Battery",FHD IR Cam,2 Thunderbolt™ 4 ports with DisplayPort™ Alt Mode/USB Type-C/USB4/Power Delivery 1 USB 3.2 Gen 1 port with PowerShare 1 USB 3.2 Gen 1 port 1 HDMI 2.0 port 1 Universal audio port 1 RJ45 Ethernet port,321.40 x 212 x 19.1 mm,1.36 kg,Gray,1 Year,55449,13th generation,"12 MB cache, 10 cores, 12 threads, up to 5.0 GHz Turbo",,,,,,,,
Dell,Latitude 5540,Intel Core i7-1355U,Inte Iris Xe Graphics,,"8 GB, 1 x 8 GB, DDR4, 3200 MT/ s, single-channel, Non-ECC",M.2 2230 PCIe NVMe Gen4x4 512GB SSD Class 35,"15.6"" FHD Non-Touc h, AG, IPS, 250 nits,",1920 x 1080,,DOS,Single Point keyboard Arabic with backlit,"3- cell, 54Wh Battery",FHD IR Cam+IP,2 Thunderbolt™ 4 port with Power Delivery and DisplayPort™ 1 USB 3.2 Gen 1 port with PowerShare 1 USB 3.2 Gen 1 port 1 HDMI 2.0 port 1 Universal audio port 1 RJ-45 Ethernet port,357.80 x 233.30 x 22.80 mm,1.613 kg,Gray,1 Year,56999,13th generation,"12 MB cache, 10 cores, 12 threads, up to 5.0 GHz Turbo",,,,,,,,
Dell,Latitude 3420,Intel Core I5-1135G7,Intel Iris Xe Graphics,,"8 GB, 1 x 8 GB, DDR4, 3200 MT/ s, single-channel, Non-ECC",M.2 256GB PCIe NVMe Class 35 Solid State Drive,"14"" FHD (1920 x 1080) AG Non-Touch, 250nits,",1920 X 1080,,DOS,"Single Pointing Backlit Keyboard, Arabian",3 Cell 41Whr ExpressCharge Capable Battery,,1 USB Type-C 3.2 Gen2 with DisplayPort alt mode/Power Delivery 1 USB 3.2 Gen 1 port 1 USB 3.2 Gen 1 port with PowerShare 1 USB 2.0 port 1 HDMI 1.4a port 1 RJ-45 Ethernet port 1 universal audio port 1 power adapter port,326 x 226 x 17.6 mm,1.52 kg,Black,1 Year,25799,11th generation,"4 Core, 8M cache, base 2.4GHz, up to 4.2GHz",,,,,,,,
HP,ProBook 440 G10,Intel Core I5-1335U,Intel UHD Graphics,,16 GB DDR4-3200 MHz RAM (1 x 16 GB),256 GB PCIe® NVMe™ SSD,"35.6 cm (14"") diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 x 1080,,Windows 11 pro,"HP Premium Keyboard – spill-resistant, backlit keyboard","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"Two USB Type-A ports with 5Gb/s signaling speed (one for charging, one for power); AC power port; HDMI 2.1 port; Stereo headphone/microphone combination jack; RJ-45 port; 2 USB Type-C® ports with 10 Gb/s signaling rate (USB Power, DisplayPort™ 2.1)",321.9 x 213.9 x 19.9 mm,1.38 kg,Pike silver aluminum,1 year,38888,13th generation,"Up to 4.6 GHz with Intel® Turbo Boost Technology, 12MB L3 cache, 10 cores, 12 threads",,,,,,,,
HP,ProBook 450 G10,Intel Core I5-1335U,Intel UHD Graphics,,16 GB DDR4-3200 MHz RAM (1 x 16 GB),256 GB PCIe® NVMe™ SSD,"39.6 cm (15.6"") diagonal, HD (1366 x 768), narrow bezel, anti-glare, 250 nits, 45% NTSC",1366 x 768,,Windows 11 pro,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"Two USB Type-A ports with 5Gb/s signaling speed (one for charging, one for power); AC power port; HDMI 2.1 port; Stereo headphone/microphone combination jack; RJ-45 port; 2 USB Type-C® ports with 10 Gb/s signaling rate (USB Power, DisplayPort™ 2.1)",359.4 x 233.9 x 19.9 mm,1.79 kg,Pike silver aluminum,1 year,38888,13th generation,"Up to 4.6 GHz with Intel® Turbo Boost Technology, 12MB L3 cache, 10 cores, 12 threads",,,,,,,,
Dell,Latitude 5430,Intel Core I5-1235U,Intel Iris Xe Graphics,,"8 GB, 1 x 8 GB, DDR4, 3200 MT/ s, single-channel, Non-ECC",M.2 512GB PCIe NVMe Class 35 Solid State Drive,"14.0"" FHD (1920x1080) Anti Glare, Non-Touch, WVA, 250 nits, HD Camera, WLAN",1920 X 1080,,DOS,"Arabic backlit keyboard, 79-ke y","58WHR, 4 Cell Battery Express Charge Capable","HD Camera, Temporal Noise Reduction, No ExpressSign-In, Camera Shutter, Mic",,321.40 x 212 x 19.3 mm,1.36 kg,Gray,1 Year,43500,12th generation,"12 MB cache, 10 cores, up to 4.40 GHz Turbo",,,,,,,,
HP,ProBook 450 G8,Intel Core I5-1135G7,Intel Iris Xe Graphics,,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 X 1080,,Windows 11 Home,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 45 Wh Li-ion",720p HD privacy camera,"1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4);3 SuperSpeed USB Type-A 5Gbps signaling rate (1 charging, 1 power);1 HDMI 1.4b;1 headphone/microphone combo;1 AC power;1 RJ-45",359.4 x 233.9 x 19.9 mm,1.74 kg,Silver,1 Year,39999,11th generation,"up to 4.2 GHz with Intel® Turbo Boost Technology, 8 MB L3 cache, 4 cores",59V06EA,,,,,,,
Lenovo,ThinkPad L13 YOGA Gen 2,Intel Core I5-1135G7,Intel UHD Graphics,,8GB 1x 8 GB DDR4-3200,512 GB SSD PCIe,"13.3"" FHD (1920 x 1080) IPS, anti-glare, touchscreen,",1920 X 1080,,Windows 11 Pro,,"4-cell (46Wh), integrated",720p with Privacy Shutter + World Facing 5.0MP,"1 x USB 3.2 Gen 1  1 x USB 3.2 Gen 1 (Always On)  1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort™ 1.2)  1 x Thunderbolt 4 / USB4™ 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)  1 x HDMI 2.0  1 x microSD",311.5 x 219 x 17.6 mm,1.44 kg,Black,1 Year,38899,11th generation,"(4C / 8T, 2.4 / 4.2GHz, 8MB)",,,,,,,,
ASUS,ExpertBook B9400CEA-KC007R,Intel Core I7-1165G7,Intel® Iris® Xe graphics,,16 GB LPDDR4x onboard (dual channel support),"1TB M.2 NVMe™ PCIe® 3.0 Performance SSD,","14” LED-backlit, IPS Full HD (1920 x 1080), 16:9 aspect, anti-glare screen, 400 nits brightness display 4 mm-thin bezel with 94% screen-to-body ratio Wide 100% sRGB color gamut (NTSC: 72%) IPS-level wide-view technology",1920 X 1080,,Windows 10 Pro,"Full-size, backlit, spill-resistant, with 1.5 mm key travel","66 Wh, 4-cell lithium-polymer battery",720p HD camera with microphone; IR camera,"2 x Thunderbolt™ 4 USB-C® (up to 40 Gbps, DisplayPort and power delivery support) 1 x USB 3.2 Gen 2 Type-A 1 x HDMI 1 x RJ45 LAN via micro HDMI port 1 x Kensington® lock slot 1 x Audio combo jack",320 x 203 x 14.9 mm,,Black,2 years,37499,11th generation,2.8 GHz quad-core with Turbo Boost (up to 4.7 GHz) and 12 MB cache,90NX0SX1-M07570,,,,,,,
HP,Envy x360 14-ES0013DX,Intel Core I5-1335U,Intel Iris Xe Graphics,,8 GB DDR4-3200 MHz RAM (onboard),512 GB PCIe® NVMe™ M.2 SSD,"14"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits, low power, 45% NTSC",1920 X 1080,,Windows 11 Home,"Full-size, backlit, soft grey keyboard","3-cell, 45 Wh Li-ion polymer",HP True Vision 5MP camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",322 x 210.82  x 19.05 mm,1.51 kg,Natural silver,1 Year,36000,13th generation,"up to 4.6 GHz, 12 MB L3 cache, 10 cores, 12 threads",7H9Y4UA,,,,,,,
HP,Elite x360 830 G9,Intel Core I7-1255U,Intel® Iris® Xe Graphics,,16GB DDR5-4800 MHz RAM (onboard),512 GB PCIe® NVMe™ SSD,"13.3"" diagonal, WUXGA (1920 x 1200), touch, IPS, anti-glare, 400 nits, 100% sRGB",1920 x 1200,,Windows 10 Pro,"HP Premium Keyboard – spill-resistant, backlit keyboard","HP Long Life 3-cell, 51 Wh Li-ion",5MP IR camera,"2 Thunderbolt™ 4 USB Type-C® ports with 40 Gb/s signaling rate (USB Power, DisplayPort™ 1.4); Two USB Type-A ports with 5Gb/s signaling speed (one for charging); HDMI 2.0 port; Stereo headphone/microphone combo jack 13",30.01 x 21.62 x 1.92 cm,1.32 kg,Silver,3 Year,62499,12th generation,"up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,,
ASUS,ExpertBook B9450FA-BM1050R,Intel Core I7-10510U,Intel® UHD Graphics,,16GB Ram,1TB SSD (up to dual 2TB),"14” LED-backlit, IPS Full HD (1920 x 1080), 16:9 aspect, anti-glare screen, 300nits brightness display 4mm-thin bezel with 94% screen-to-body ratio Wide 100% sRGB color gamut (NTSC: 72%) IPS-level wide-view technology",1920 X 1080,,Windows 10 Home,"Full-size, backlit, spill-resistant, with 1.5mm key travel",,720p HD camera with microphone; IR camera,"2 x Thunderbolt™ 3 USB-C™ (up to 40Gbps, DisplayPort and power delivery support) 1 x USB 3.1 Gen 2 Type-A 1 x HDMI 1 x RJ45 LAN via micro HDMI port 1 x Kensington® lock slot 1 x Audio combo jack",320 x 203 x 14.9 mm,,Black,2 Years,41999,10th generation,1.8GHz quad-core with Turbo Boost (up to 4.9GHz) and 8MB cache,90nx02k1-m15820,,,,,,,
Dell,Latitude 3540,Intel Core I7-1355U,Intel Iris Xe Graphics,,"8GB, 1 x 8 GB, DDR4, 3200 MT/ s","512GB, M.2 2230, PCIe NVMe, S SD, Class 35","15.6"", FHD, 60Hz, WVA/IPS, Non-Touch, Anti-Glare, 250 nit, NTSC 45%,",1920 X 1080,60 Hz,DOS,"Arabic backlit keyboard with numeric keypad, 99-key","3-cell, 42 Wh, ExpressCharge™ Capable, ExpressCharge™ Boost Capable","FHD Camera, Temporal Noise Reduction, No ExpressSign-In, Camera Shutter, Mic",1 USB 3.2 Gen 2 Type-C® port with DisplayPort Alt mode/Power Delivery 2 USB 3.2 Gen 1 port 1 USB 3.2 Gen 1 port with PowerShare 1 HDMI 1.4 port 1 universal audio port 1 power-adapter port 1 RJ-45 Ethernet port,359.0 x 239.7 x 20.4 mm,1.81 kg,Gray,1 Year,39888,13th generation,"12 MB cache, 10 cores, up to 5 .00 GHz Turbo",,,,,,,,
HP,ProBook 450 G9,Intel Core I7-1255U,NVIDIA GeForce MX570 2GB,2GB DDR6,16 GB DDR4-3200 MHz RAM (1 x 16 GB),512 GB PCIe® NVMe™ M.2 SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC 39.6 cm (15.6"") diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 X 1080,,DOS,"Spill-resistant, full-size keyboard with numeric keypad","HP Long Life 3-cell, 51 Wh Li-ion",720p HD privacy camera,"3 SuperSpeed USB Type-A 5Gbps signaling rate (1 charging, 1 power);  1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1);  1 headphone/microphone combo;  1 AC power;  1 RJ-45;  1 HDMI 2.1b",359.4 x 233.9 x 19.9 mm,1.74 kg,Silver,1 Year,36000,12th generation,"up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",5Y3T5EA,,,,,,,
Dell,Latitude 3520,Intel Core I5-1135G7,Nvidia GeForce MX350 2GB,2GB,8GB Ram,M.2 256GB PCIe NVMe Class 35 Solid State Drive,"15.6"" FHD AG Non -Touch, 250nits,",1920 X 1080,,DOS,"Single Pointing Backlit Keyboard, Arabian, 10 Key Numpad",3 Cell 41Whr ExpressChargeTM Capable Battery,,"Optional uSim card tray, uSD 3.0 card reader slot, Audio jack, USB 2.0, USB 3.2 Gen 1 Type-A port, RJ-45 with status LED, Wedge-shaped lock slot, Power-in, 4.5mm barrel with status LED, HDMI 1.4, USB 3.2 Gen 1 Type-A port, USB 3.2 Gen 2x2 Type-C™ port wit",361 x 240.9 x 18.06 mm,1.79 Kg,Black,1 Year,31777,11th generation,"4 Core, 8M cache, base 2.4GHz, up to 4.2GHz",,,,,,,,
Lenovo,ThinkPad E14 Gen 4,Intel Core I7-1255U,NVIDIA® GeForce MX550 2GB,2GB GDDR6,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" FHD IPS 300nits Anti-glare, 45% NTSC",1920 X 1080,,DOS,"Non-backlit, Arabic",Integrated 57Wh,FHD 1080p with Privacy Shutter,"1x Ethernet (RJ-45) 1x HDMI® 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x USB 2.0 1x USB 3.2 Gen 1 (Always On)",324 x 220.7 x 17.9 mm,1.64 kg,Black,1 Year,40999,12th generation,"10C (2P + 8E) / 12T, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB",21E300BFGR,,,,,,,
Lenovo,ThinkPad E15 Gen 4,Intel Core I7-1255U,NVIDIA® GeForce® MX550 2GB,2GB GDDR6,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"15.6"" FHD IPS 300nits Anti-glare, 45% NTSC",1920 X 1080,,DOS,"Non-backlit, Arabic",Integrated 57Wh,FHD 1080p with Privacy Shutter,"1x Ethernet (RJ-45) 1x HDMI® 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x USB 2.0 1x USB 3.2 Gen 1 (Always On)",365 x 240 x 18.9 mm,1.7 kg,Black,1 Year,41777,12th generation,"10C (2P +8E) / 12T, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB",21E600AJGR,,,,,,,
Lenovo,ThinkPad E15 Gen 2,Intel® Core™ i5-1135G7,NVIDIA® GeForce MX450 2GB,2GB GDDR5,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe® 3.0x4 NVMe®,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 45% NTSC",1920 X 1080,,DOS,"Non-backlit, English (UK)",Integrated 45Wh,HD 720p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 (Always On) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x HDMI® 1.4b 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm)",365 x 240 x 18.9 mm,1.7 kg,Black,1 Year,37999,11th generation,"(4C / 8T, 2.4 / 4.2GHz, 8MB)",20TD0034GP,,,,,,,
Dell,Latitude 5420,Intel Core I5-1145G7,Intel Iris Xe Graphics,,"16 GB, 1 x 16 GB, DDR4, 3200 M T/s, single-channel, Non-ECC",M.2 512GB PCIe NVMe Class 35 Solid State Drive,"14"" FHD Non-Touch, Anti-Glare, 250nits",1920 x 1080,,Dos,Single Point keyboard Arabic with backlit,4 Cell 63Whr Express ChargeTM Capable Battery,HD Camera Bezel with Mic,uSD 4.0 Memory Card Reader | 2. Global Headset Jack | 3. USB 3.2 Powershare | 4. USB 3.2 | 5. HDMI 2.0 | 6. RJ45 | 7. Wedge Lock Slot | 8. Thunderbolt™ 4 with Power Delivery and DisplayPort (USB Type-C™) | 9. Thunderbolt™ 4 with Power Delivery and Displa,321.4 x 212 x 19.3 mm,1.37 Kg,Black,1 Year,25000,11th generation,"4 Core , 8 MB Cache, up to 4.4GHz",,,,,,,,
